,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
87,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
88,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
89,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
90,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
91,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
92,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
93,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
94,Tin thường,41491558,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-loi-1-phuong-4-18/ban-rieng-4-go-vap-18-2-ty-vnd-131-1m2-pr41491558,"131,1 m²","18,2 tỷ",Tây,1 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà đường Lê Lợi, Phường 4, Gò Vấp, 18,2 tỷ vnd, 131,1m2","Đường Lê Lợi, Phường 4, Gò Vấp, Hồ Chí Minh",,8 m,TIN XÁC THỰC,Tây,11/11/2024,21/11/2024,Nha Mat Pho
95,Tin thường,41495780,https://batdongsan.com.vn/ban-nha-mat-pho-duong-mieu-go-xoai-phuong-binh-hung-hoa-a/-moi-4-5-tam-4x20m-sieu-dep-full-noi-that-mtkd-so-14-le-van-quoi-pr41495780,80 m²,"8,8 tỷ",Bắc,5 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,"Nhà mới 4,5 tấm 4x20m siêu đẹp full nội thất MTKD Miếu Gò Xoài - Đường Số 14, Lê Văn Quới","Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",12 m,4 m,TIN XÁC THỰC,Bắc,11/11/2024,21/11/2024,Nha Mat Pho
96,Tin VIP Bạc,41013693,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-huong-phuong-thao-dien/ban-2-tien-kinh-doanh-tai-goc-72-m2-3-lau-chi-23-ty-pr41013693,72 m²,"20,7 tỷ",,3 tầng,,,,,"Bán nhà 2 mặt tiền KD đường Quốc Hương, Thảo Điền, 72m2, 3 lầu chỉ giảm ngay từ 23 tỷ - còn 20.7 tỷ","Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
97,Tin VIP Bạc,41474066,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-le-kha-phuong-9-7/ban-tien-quan-6-phu-hop-kinh-doanh-phong-tro-cho-thue-pr41474066,94 m²,"18,5 tỷ",Tây,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Bán nhà mặt tiền Quận 6 - phù hợp kinh doanh phòng trọ cho thuê,"Đường Hoàng Lê Kha, Phường 9, Quận 6, Hồ Chí Minh",7 m,"4,7 m",Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
98,Tin VIP Bạc,41493424,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phu-my-9/ban-tien-duong-pham-huu-lau-tien-kinh-doanh-vip-ngan56m-chao46ty-tl-pr41493424,2.732 m²,46 tỷ,,2 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường Phạm Hữu Lầu, mặt tiền kinh doanh vip ngang 56m2 chào 46tỷ(TL)","Phường Phú Mỹ, Quận 7, Hồ Chí Minh",30 m,56 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
99,Tin VIP Bạc,40902505,https://batdongsan.com.vn/ban-nha-mat-pho-duong-no-trang-long-phuong-13-7/ban-goc-2-tien-nguyen-xi-26x19m-gia-32-ty-hdt-160-trieu-thang-pr40902505,405 m²,35 tỷ,,1 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Bán nhà góc 2 mặt tiền Nơ Trang Long - Nguyễn Xí 26x19m giá 35 tỷ HĐT 160 triệu/tháng,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",35 m,26 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
100,Tin VIP Bạc,41334115,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-du-phuong-7-10/ban-tien-6m-go-vap-gia-cuc-tot-pr41334115,60 m²,"8,6 tỷ",,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,"Bán nhà mặt tiền đường 6m Nguyễn Du, Gò Vấp doanh thu 55tr sau cải tạo","Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",6 m,"4,1 m",TIN XÁC THỰC,,11/11/2024,18/11/2024,Nha Mat Pho
101,Tin VIP Bạc,41492672,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-5-9/ban-building-mt-q-5-dien-tich-8-3-x-20m-6-tang-hdt-180-trieu-gia-88-ty-pr41492672,168 m²,88 tỷ,,6 tầng,,,,,"Bán building MT Trần Hưng Đạo, Q. 5 - diện tích 8.3 x 20m, 6 tầng - HĐT 180 triệu - giá 88 tỷ","Đường Trần Hưng Đạo, Phường 5, Quận 5, Hồ Chí Minh",,"8,3 m",Chưa Xác Thực,,11/11/2024,26/11/2024,Nha Mat Pho
102,Tin VIP Bạc,38724730,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-thap-phuong-tan-quy/ban-toa-khach-san-70-phong-2-tien-12x40-gom-4-so-gia-90-ty-pr38724730,480 m²,86 tỷ,Bắc,7 tầng,70 phòng,70 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Giảm còn 86 tỷ toà CHDV 70 phòng Nguyễn Thị Thập, Quận 7 chợ đêm, 2 mặt tiền trước sau 480m2","Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh",15 m,12 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
103,Tin VIP Bạc,41492522,https://batdongsan.com.vn/ban-nha-mat-pho-duong-2-1-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/ban-tai-kdt-gia-chi-18-5-ty-vnd-dien-tich-100m2-rong-lon-pr41492522,100 m²,"18,5 tỷ",,5 tầng,,,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán nhà mặt phố tại KĐT Vạn Phúc City, giá chỉ 18,5 tỷ, diện tích 100m2, đường rộng lớn","Dự án KĐT Vạn Phúc City, Đường 2, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,,11/11/2024,18/11/2024,Nha Mat Pho
104,Tin VIP Bạc,41492501,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-12-5/dia-chi-p-p-12-quan-10-dt-14x20m-ham-7-lau-thue-180tr-th-gia-60-ty-pr41492501,280 m²,60 tỷ,,8 tầng,,,Sổ đỏ/ Sổ hồng,,"Địa chỉ: Lê Hồng Phong, P. 12, Quận 10. DT: 14x20m hầm 7 lầu. Thuê 180tr/th. Giá 60 tỷ","Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh",30 m,14 m,Chưa Xác Thực,,11/11/2024,21/11/2024,Nha Mat Pho
105,Tin VIP Bạc,41492359,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thanh-ton-phuong-ben-nghe/ban-goc-2-tien-p-q1-dt-20x25m-2ham-10-lau-gia-440-ty-thue-2ty-th-pr41492359,500 m²,440 tỷ,,12 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà góc 2 mặt tiền Lê Thánh Tôn, P Bến Nghé, Q1. DT 20x25m 2hầm 10 lầu. Giá 440 tỷ, thuê 2tỷ/th","Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",50 m,20 m,Chưa Xác Thực,,11/11/2024,21/11/2024,Nha Mat Pho
106,Tin VIP Bạc,41214564,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-thoi-nhat-17-phuong-tan-thoi-nhat-1/chinh-chu-do-chuyen-cong-tac-nen-giam-gia-can-ban-gap-tien-ttn17-t-q12-pr41214564,80 m²,"9,8 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng Pháp lý đầy đủ,,"Giảm giá 1,8 tỷ còn 9.8 tỷ bán nhà mặt phố siêu đẹp 1 Trệt 3 lầu mặt đường TTN17 (đường rộng 17m)","Số 153A, Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",,4 m,Chưa Xác Thực,,11/11/2024,26/11/2024,Nha Mat Pho
107,Tin VIP Bạc,41491010,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-dang-luu-phuong-1-22/ban-nhanh-600m-duong-phu-nhuan-nhinh-100-ty-pr41491010,600 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,"Bán nhanh 600m mặt đường Phan Đăng Lưu, Phú Nhuận nhỉnh 100 tỷ","Đường Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",,40 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
108,Tin VIP Bạc,41438078,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-hong-thai-phuong-ben-thanh/ban-tien-sieu-vi-tri-doan-giao-le-lai-quan-1-52t-pr41438078,51 m²,52 tỷ,,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà mặt tiền siêu vị trí đường Phạm Hồng Thái đoạn giao đường Lê Lai - Bến Thành - Quận 1. 52T,"Đường Phạm Hồng Thái, Phường Bến Thành, Quận 1, Hồ Chí Minh",,4 m,Chưa Xác Thực,,05/11/2024,13/11/2024,Nha Mat Pho
109,Tin VIP Bạc,41491280,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-12-5/dinh-cu-ban-gap-ks-10-tang-thu-nhap-200tr-th-283-p-12-q-10-gia-37-ty-pr41491280,64 m²,37 tỷ,,10 tầng,18 phòng,20 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Định cư bán gấp KS 10 tầng thu nhập 200tr/th 283 Cách Mạng Tháng Tám, P12, Q10 giá 37 tỷ 0938 879 ***","283 Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,,11/11/2024,21/11/2024,Nha Mat Pho
110,Tin VIP Bạc,41465759,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-3-phuong-7-10-prj-cityland-center-hills/17-ty-la-tro-thanh-dan-cu-03-f7-5-20m-ham-04-tang-pr41465759,100 m²,17 tỷ,,4 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán gấp nhà Cityland Center Hills Trần Thị Nghỉ P7 GV, 5*20, hầm 04 lầu, giá 17 tỷ","Dự án Cityland Center Hills, Đường Số 3, Phường 7, Gò Vấp, Hồ Chí Minh",10 m,5 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
111,Tin VIP Bạc,41490422,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/cap-p-ban-gia-11-2024-tai-kdt-gia-tot-dau-tu-sinh-loi-ngay-pr41490422,120 m²,"17,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Cập Nhập Bản Giá Nhà 11/2024 tại KĐT Vạn Phúc City- Giá Tốt Đầu Tư Sinh Lợi Ngay,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",20 m,7 m,Chưa Xác Thực,,11/11/2024,18/11/2024,Nha Mat Pho
112,Tin VIP Bạc,41488956,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/-q7-dau-tu-tot-dt126m2-su-dung-shcc-hoan-cong-tien-cty-kinh-doanh-cho-thue-chdv-5m-16-6-pr41488956,66 m²,16 tỷ,Đông - Bắc,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Nhà Q7 đầu tư tốt DT126.6m2 sử dụng. SHCC hoàn công. Mặt tiền cty kinh doanh cho thuê CHDV 5mx16.6,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",50 m,5 m,Chưa Xác Thực,Đông - Bắc,11/11/2024,18/11/2024,Nha Mat Pho
113,Tin VIP Bạc,41455103,https://batdongsan.com.vn/ban-nha-mat-pho-duong-xo-viet-nghe-tinh-phuong-24/15-8-ty-tien-xvnt-54m2-3-tang-ga-de-trung-vang-cho-thue-40tr-th-di-bo-qua-quan-1-pr41455103,54 m²,"15,8 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"HÓT. Bán nhà riêng 4 tầng, mặt tiền đường lớn Xô Viết Nghệ Tĩnh, p. 24, Bình Thạnh, nhỉnh 15 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",20 m,4 m,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
114,Tin VIP Bạc,38655172,https://batdongsan.com.vn/ban-nha-mat-pho-duong-lam-thi-ho-phuong-tan-chanh-hiep-1/ban-tien-dien-tich-126m2-quan-12-pr38655172,"126,1 m²","6,7 tỷ",,1 tầng,2 phòng,1 phòng,,,"Bán nhà MT đường Lâm Thị Hố, diện tích 126.1m2, Lâm Thị Hố, Q12, (5.6x22, nở hậu 6.4). Giá 6.7 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",12 m,"5,6 m",Chưa Xác Thực,Đông - Bắc,11/11/2024,18/11/2024,Nha Mat Pho
115,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
116,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
117,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
118,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
119,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
120,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
121,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
122,Tin thường,41491558,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-loi-1-phuong-4-18/ban-rieng-4-go-vap-18-2-ty-vnd-131-1m2-pr41491558,"131,1 m²","18,2 tỷ",Tây,1 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà đường Lê Lợi, Phường 4, Gò Vấp, 18,2 tỷ vnd, 131,1m2","Đường Lê Lợi, Phường 4, Gò Vấp, Hồ Chí Minh",,8 m,TIN XÁC THỰC,Tây,11/11/2024,21/11/2024,Nha Mat Pho
123,Tin thường,41495780,https://batdongsan.com.vn/ban-nha-mat-pho-duong-mieu-go-xoai-phuong-binh-hung-hoa-a/-moi-4-5-tam-4x20m-sieu-dep-full-noi-that-mtkd-so-14-le-van-quoi-pr41495780,80 m²,"8,8 tỷ",Bắc,5 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,"Nhà mới 4,5 tấm 4x20m siêu đẹp full nội thất MTKD Miếu Gò Xoài - Đường Số 14, Lê Văn Quới","Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",12 m,4 m,TIN XÁC THỰC,Bắc,11/11/2024,21/11/2024,Nha Mat Pho
124,Tin VIP Bạc,39547835,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-dieu-phuong-10-9/ban-tien-p10-quan-phu-nhuan-pr39547835,58 m²,"15,5 tỷ",Nam,4 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán gấp nhà mặt tiền đường Hoàng Diệu, Phường 10, Quận Phú Nhuận","Đường Hoàng Diệu, Phường 10, Phú Nhuận, Hồ Chí Minh",12 m,"3,5 m",Chưa Xác Thực,Nam,10/11/2024,17/11/2024,Nha Mat Pho
125,Tin VIP Bạc,41373073,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ong-ich-khiem-phuong-14-6/ban-gap-4pn-4wc-tai-gia-15-ty-gia-tot-t-thi-tru-pr41373073,"85,4 m²",15 tỷ,,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán gấp nhà mặt phố 4PN, 4WC tại đường Ông Ích Khiêm, giá 15 tỷ, giá tốt nhất thị trường","Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",,4 m,Chưa Xác Thực,,30/10/2024,15/11/2024,Nha Mat Pho
126,Tin VIP Bạc,39714117,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ly-phuc-man-phuong-binh-thuan-3/hang-ngon-goc-2mt-kinh-doanh-dt-7-5x23m-co-hd-thue-30tr-vi-tri-dep-nhat-pr39714117,146 m²,23 tỷ,,,5 phòng,,Sổ đỏ/ Sổ hồng,,"Hàng đẹp. Góc 2MT đường kinh doanh Lý Phục Man, DT 7,5x23m có HĐ thuê 30tr, vị trí đẹp nhất","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
127,Tin VIP Bạc,41366229,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-phu-thuan-3/-tien-12m-kdc-q7-4x16-tret-2-lau-san-thuong-so-hong-rieng-gia-9-9-ty-tl-pr41366229,64 m²,"9,9 tỷ",,3 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,"Nhà mặt tiền đường 12m KDC Tân Thuận Q7 4x16 trệt 2 lầu sân thượng sổ hồng riêng giá 9,9 tỷ TL","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",12 m,,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
128,Tin VIP Bạc,41486276,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-1-phuong-4-18/ban-dep-cach-benh-vien-quan-y-5p-gia-c-chi-5-95-ty-tai-1-go-vap-pr41486276,56 m²,"5,95 tỷ",Tây - Nam,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà phố đẹp - cách bệnh Viện Quân Y 5p giá sốc chỉ 5,95 tỷ tại đường Số 1, Gò Vấp","Đường Số 1, Phường 4, Gò Vấp, Hồ Chí Minh",,,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
129,Tin VIP Bạc,41486201,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-ben-thanh/hang-ngop-ban-gap-khach-san-dep-ngay-p-q1-5x15m-h6tang10p-26-ty-tl-pr41486201,"72,5 m²",26 tỷ,,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Hàng ngộp bán gấp khách sạn đẹp ngay P. Bến Thành đường Nguyễn Trãi, Q1. 5x15m, H6Tầng10P, 26 tỷ TL","Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",,5 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
