,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Hướng ban công,Category
361,Tin VIP Bạc,41468931,https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-dinh-trong-phuong-phu-trung/ban-94m-ngang-6m-no-hau-9-2m-4pn-hem-xe-hoi-thong-9-8ty-pr41468931,94 m²,"9,98 tỷ",,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà Trịnh Đình Trọng 94m2. Ngang 6m nở hậu 9.2m, 4PN. Hẻm xe hơi thông 9.98 tỷ","Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",5 m,6 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
362,Tin VIP Bạc,41468801,https://batdongsan.com.vn/ban-nha-rieng-phuong-linh-trung/gap-ban-c4-128m2-ngang-6-4m-hem-8m-gan-hoang-dieu-2-p-tp-thu-duc-chi-11-3-ty-tl-pr41468801,128 m²,"11,3 tỷ",,1 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Gấp bán nhà C4 128m2 ngang 6.4m hẻm 8m gần Hoàng Diệu 2 P. Linh Trung TP. Thủ Đức chỉ 11.3 tỷ TL,"Phường Linh Trung, Thủ Đức, Hồ Chí Minh",8 m,"6,4 m",Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
363,Tin VIP Bạc,41259517,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-5-15/chu-dinh-cu-cong-hoa-sec-ra-gap-can-ho-dich-vu-trong-tuan-go-vap-300m2-26-ty-pr41259517,300 m²,26 tỷ,,4 tầng,42 phòng,43 phòng,,,"Chủ định cư Cộng Hoà Séc ra gấp căn hộ dịch vụ trong tuần Dương Quảng Hàm, Gò Vấp, 300m2, 26 tỷ","Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
364,Tin VIP Bạc,41132527,https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-13-phuong-hiep-binh-phuoc/chinh-chu-can-ban-dep-1-tret-3-lau-gara-o-to-3-san-thuong-thoai-mai-dien-tich-su-dung-83m2-pr41132527,82 m²,"7,7 tỷ",Tây - Nam,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Chính chủ cần bán nhà đẹp 1 trệt 3 lầu gara ô tô, 3 sân thượng thoải mái diện tích sử dụng-83m2","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
365,Tin VIP Bạc,37597640,https://batdongsan.com.vn/ban-nha-rieng-pho-mai-hac-de-phuong-15-2/chinh-chu-ban-cap-3-76m2-no-hau-hem-q-8-lh-0946969699-pr37597640,76 m²,"4,8 tỷ",,1 tầng,,,,,"Chính chủ bán nhà cấp 3, 76m2, nở hậu hẻm Mai Hắc Đế, Q. 8. LH 0946 969 ***","Đường Mai Hắc Đế, Phường 15, Quận 8, Hồ Chí Minh",,"4,1 m",Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
366,Tin VIP Bạc,40932052,https://batdongsan.com.vn/ban-nha-rieng-duong-ma-lo-phuong-binh-hung-hoa-a/khu-phan-giap-tan-phu-sat-mat-tien-60m2-4-tang-moi-tin-hem-8m-hoan-cong-du-gia-5xty-pr40932052,60 m²,"5,9 tỷ",,,5 phòng,5 phòng,Sổ hồng,,Khu phân lô giáp Tân Phú - sát mặt tiền - 60m2 - 4 tầng mới tin - hẻm 8m - hoàn công đủ - giá 5xty,"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",8 m,4 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
367,Tin VIP Bạc,40768604,https://batdongsan.com.vn/ban-nha-rieng-duong-long-thuan-phuong-long-phuoc-2/ban-nh-p-quan-9-1-tret-2-lau-moi-100-pr40768604,51 m²,"3,8 tỷ",,3 tầng,4 phòng,3 phòng,,,"Bán nhanh nhà đường Long Thuận, P. Long Phước, Quận 9. 1 trêt, 2 lầu mới 100%","Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
368,Tin VIP Bạc,41466716,https://batdongsan.com.vn/ban-nha-rieng-duong-hong-bang-phuong-12-2/sieu-pham-1-tret-2-lau-p-12-quan-5-dep-gia-re-co-hoi-dau-tu-sinh-loi-pr41466716,51 m²,"3,15 tỷ",,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Siêu phẩm nhà 1 trệt 2 lầu đường Hồng Bàng, P. 12, Quận 5 nhà đẹp giá rẻ cơ hội đầu tư sinh lời","Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
369,Tin VIP Bạc,41466711,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-binh-trong-phuong-1-15/hot-hot-ban-4-pn-4-wc-tai-quan-5-chi-3-2-ty-pr41466711,51 m²,Thỏa thuận,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Hot hot! Bán nhà 3tỷ200tr, 1 trệt 2 lầu 4 pn 4 wc tại đường Trần Bình Trọng, quận 5","Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
370,Tin VIP Bạc,41466618,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-14-5/-7-tang-5x11m-hem-vip-666-3-2-q10-13-ty-pr41466618,55 m²,13 tỷ,,7 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,"Nhà 7 tầng 5x11m. Hẻm VIP 666 đường 3/2, Q10 - 13 tỷ","Hẻm 666, Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",8 m,5 m,Chưa Xác Thực,08/11/2024,18/11/2024,,Nha Rieng
371,Tin VIP Bạc,41466478,https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-1-14/chinh-chu-ket-tien-ban-1-p-1-q-3-42m2-gia-3ty380-shr-pr41466478,42 m²,Thỏa thuận,,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Chính chủ kẹt tiền bán nhà 1/ Điện Biên Phủ, P. 1, Q. 3, 42m2, SHR","Đường Điện Biên Phủ, Phường 1, Quận 3, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
372,Tin VIP Bạc,40472228,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-cau-kho/ban-moi-xay-hxh-2-mat-hem-tret-3-lau-6pn-6wc-7-2x10-no-hau-vo-van-kiet-q1-12-pr40472228,"67,8 m²","10,9 tỷ",Tây - Bắc,5 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà mới xây HXH 2 mặt tiền. 5 tầng. 7PN, 7WC. 6x14m nở hậu - P. Cầu Kho, Q1 - 10.9 tỷ","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",7 m,7 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
373,Tin VIP Bạc,41466415,https://batdongsan.com.vn/ban-nha-rieng-duong-hung-nhon-xa-tan-kien/-moi-can-ban-900tr-chu-di-cu-di-nuoc-ngoai-nen-can-tim-nguoi-mua-nhanh-pr41466415,95 m²,Thỏa thuận,Đông - Bắc,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Nhà mới cần bán 900tr, chủ di cư đi nước ngoài nên cần tìm người mua nhanh","Đường Hưng Nhơn, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",8 m,5 m,Chưa Xác Thực,08/11/2024,15/11/2024,Đông - Bắc,Nha Rieng
374,Tin VIP Bạc,41466133,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-14-5/chinh-chu-ban-gap-chdv-cao-cap-5-tang-3-2-75m2-thu-nhap-600tr-nam-21-5-ty-pr41466133,75 m²,"21,5 tỷ",,5 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,Chính chủ bán gấp CHDV cao cấp 5 tầng Đường 3/2 75m2 thu nhập 600tr/năm 21.5 tỷ,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",10 m,6 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
375,Tin VIP Bạc,41465569,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thuong-hien-phuong-5-14/dinh-cu-nuoc-ngoai-can-ban-moi-dep-pr41465569,56 m²,"13,8 tỷ",Đông,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Định Cư Nước Ngoài Cần Bán Nhà Mới+ Đẹp,"Nguyễn Thượng Hiền, 5, Bình Thạnh, Hồ Chí Minh",8 m,4 m,Chưa Xác Thực,08/11/2024,18/11/2024,Đông,Nha Rieng
376,Tin VIP Bạc,41465969,https://batdongsan.com.vn/ban-nha-rieng-duong-le-dinh-can-phuong-tan-tao/-gan-aeon-binh-40m2-2pn-gia-soc-chi-2-15-ty-pr41465969,40 m²,"2,15 tỷ",,2 tầng,2 phòng,2 phòng,Sổ Riêng ĐSH,Đầy đủ,"Nhà riêng đường Lê Đình Cẩn gần Aeon Bình Tân, 40m2, 2PN. Giá sốc chỉ 2,15 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",4 m,4 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
377,Tin VIP Bạc,41464980,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-son-ky/ban-115-10a-4x16-cap-4-hem-6m-thong-doi-dien-dh-cong-thuong-6-3-ty-pr41464980,64 m²,"6,3 tỷ",Đông,1 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà 115/10A Lê Trọng Tấn, 4x16m, cấp 4, hẻm 6m thông đối diện ĐH Công Thương, 6.3 tỷ","115/10A Đường Lê Trọng Tấn, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,08/11/2024,15/11/2024,Đông,Nha Rieng
378,Tin thường,41382685,https://batdongsan.com.vn/ban-nha-rieng-xa-binh-chanh-3/ban-o-gia-tot-t-chi-4-ty-191-7m2-2pn-2pt-pr41382685,"191,7 m²",4 tỷ,Bắc,1 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà riêng ở xã Bình Chánh giá tốt nhất chỉ 4 tỷ, 191.7m2, 2PN, 2PT","Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",,5 m,TIN XÁC THỰC,10/11/2024,20/11/2024,,Nha Rieng
379,Tin thường,41320203,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-my-9/sieu-pham-pho-moi-hoan-thien-full-noi-that-luxury-khu-compound-co-video-review-pr41320203,90 m²,"9,79 tỷ",,5 tầng,4 phòng,5 phòng,Sổ đỏ.,,Siêu phẩm nhà phố mới hoàn thiện - full nội thất Luxury - Khu compound - Có video review,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,,Nha Rieng
380,Tin thường,40669174,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-thap-phuong-binh-thuan-3/khoi-dong-cuoc-dua-so-huu-mat-tien-so-tan-quy-tt-quan-7-dt-4m-x-25m-3-lau-co-video-pr40669174,"102,7 m²","16,8 tỷ",,3 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà Quận 7 đường Nguyễn Thị Thập, gần chợ Tân Mỹ DT 7,5m x 17,5m. Villa sang trọng, Hàng hiếm","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",,"7,5 m",TIN XÁC THỰC,12/11/2024,22/11/2024,,Nha Rieng
381,Tin thường,40685493,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-thi-tran-nha-be/gia-tot-chua-tung-co-3-lau-dt-5m-x-22m-gia-10-89-ty-co-gara-xe-hoi-video-review-chi-tiet-pr40685493,"105,3 m²","10,49 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,"Giá tốt chưa từng có, nhà 3 lầu, DT 5m x 22m, giá 10.49 tỷ có gara xe hơi - Video review chi tiết","Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,,TIN XÁC THỰC,08/11/2024,18/11/2024,,Nha Rieng
382,Tin thường,40750403,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/ban-gap-gia-re-dep-khu-dong-bo-dang-song-tien-nghi-va-co-thang-may-xem-la-me-co-video-pr40750403,"84,2 m²","9,1 tỷ",,4 tầng,4 phòng,5 phòng,Sổ hồng,,Bán gấp giá rẻ nhà đẹp khu đồng bộ đáng sống - Tiện nghi và có thang máy. Xem là mê - Có video,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,,TIN XÁC THỰC,08/11/2024,18/11/2024,,Nha Rieng
383,Tin thường,39372694,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/gia-tot-chua-tung-co-3-lau-dt-5m-x-16-8m-gia-7-5-ty-co-gara-xe-hoi-video-review-chi-tiet-pr39372694,"83,6 m²","8,6 tỷ",Tây,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Giá tốt chưa từng có, nhà 3 lầu, DT 5m x 16,8m, giá 8.6 tỷ có gara xe hơi - Video review chi tiết","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,,TIN XÁC THỰC,12/11/2024,22/11/2024,,Nha Rieng
384,Tin thường,41378649,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-my-9/sieu-pham-pho-moi-hoan-thien-full-noi-that-luxury-khu-compound-co-video-review-pr41378649,"86,9 m²","9,5 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,Siêu phẩm nhà phố mới hoàn thiện - Full nội thất Luxury - Khu compound - Có video review,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,,TIN XÁC THỰC,12/11/2024,22/11/2024,,Nha Rieng
385,Tin thường,40688060,https://batdongsan.com.vn/ban-nha-rieng-duong-lam-van-ben-phuong-tan-kieng/ban-hem-xe-hoi-4m-so-quy-quan-7-3-8m-x-16m-64-77m2-6ty5-pr40688060,"47,6 m²","5,2 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà sổ hồng riêng hẻm 60 Lâm Văn Bền, P. Tân Kiểng, Quận 7 - 4,95m x 10m - hẻm thông","Hẻm 60, Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,,TIN XÁC THỰC,05/11/2024,15/11/2024,,Nha Rieng
386,Tin thường,40747874,https://batdongsan.com.vn/ban-nha-rieng-duong-d6-phuong-phu-my-9/ban-quan-7-so-duy-t-1-can-dep-tien-nghi-ai-xem-cung-me-co-video-review-pr40747874,90 m²,"15,99 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,Bán nhà Quận 7 - đường số - duy nhất 1 căn nhà đẹp tiện nghi ai xem cũng mê - có video review,"Đường D6, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,,TIN XÁC THỰC,05/11/2024,15/11/2024,,Nha Rieng
387,Tin VIP Bạc,39801654,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khac-chan-phuong-tan-dinh-2/can-ban-hem-oto-94-8-quan-1-chu-pr39801654,32 m²,83 tỷ,Bắc,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Thật 100% - Cần bán nhà hẻm ôtô 94/8 Trần Khắc Chân, Quận 1 (Chủ nhà)","94/8, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",4 m,4 m,Chưa Xác Thực,08/11/2024,18/11/2024,Bắc,Nha Rieng
388,Tin VIP Bạc,41503731,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-linh-xa-binh-hung-1-prj-senturia-nam-sai-gon/ban-dep-tai-gia-7-5-ty-dien-tich-60m2-pr41503731?source=ad&adid=2649015,60 m²,"7,5 tỷ",Tây,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán shophouse đẹp tại Senturia Nam Sài Gòn, giá 7,5 tỷ, diện tích 60m2","Dự án Senturia Nam Sài Gòn, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",25 m,5 m,Chưa Xác Thực,12/11/2024,22/11/2024,Tây,Nha Rieng
389,Tin VIP Bạc,41464642,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-kiem-phuong-3-20/-hxh-4-18-72m2-gia-7-950-ty-tl-ngay-nga-5-go-vap-pr41464642,71 m²,"7,95 tỷ",Nam,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Nhà HXH 4*18m, 71m2. Giá 7.950 tỷ TL - Ngay ngã 5 Gò Vấp","Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",5 m,4 m,Chưa Xác Thực,08/11/2024,15/11/2024,Nam,Nha Rieng
390,Tin VIP Bạc,41464446,https://batdongsan.com.vn/ban-nha-rieng-duong-so-11-phuong-binh-trung-tay/ban-11-1-tret-2-lau-ngay-khu-nguyen-tuyen-gan-cho-lh-pr41464446,50 m²,"5,75 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà đường Số 11, Phường Bình Trung Tây, 1trệt 2lầu ngay khu Nguyễn Tuyển, gần chợ LH 0915 698 ***","Đường Số 11, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,08/11/2024,15/11/2024,,Nha Rieng
391,Tin VIP Bạc,41463055,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-10-9/chu-can-ban-rat-gap-p10-phu-nhuan-76m2-vuong-dep-gia-9-850ty-pr41463055,75 m²,"9,95 tỷ",,3 tầng,3 phòng,3 phòng,Sổ hồng,,"Đặng Văn Ngữ - Phú Nhuận không có căn thứ 2 nhà đẹp ở ngay 75 m2 ngang hiếm 5m giá 9,95 tỷ","Đường Lê Văn Sỹ Phú Nhuận, Hồ Chí Minh",4 m,5 m,Chưa Xác Thực,07/11/2024,15/11/2024,,Nha Rieng
392,Tin VIP Bạc,41462984,https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-11-8/-chinh-chu-ngang-5m-no-hau-5-7m-cuc-hiem-83m2-4-tang-5-pn-khep-kin-co-phong-ngu-tret-pr41462984,83 m²,"7,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Nhà chính chủ ngang 5m nở hậu 5.7m cực hiếm - 83m2 - 4 tầng - 5 PN khép kín - có phòng ngủ trệt,"Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",,5 m,Chưa Xác Thực,07/11/2024,15/11/2024,,Nha Rieng
393,Tin thường,41225649,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-3-phuong-4-2-prj-khu-do-thi-mekong-centre/ban-3-5-ty-3-kdt-4-trung-tam-tp-c-trang-pr41225649?source=ad&adid=2619460,256 m²,"3,5 tỷ",Tây - Bắc,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà 3,5 tỷ, Đường số 3, KĐT Mekong Centre, Phường 4, Trung Tâm TP Sóc Trăng","KĐT Mekong Centre, Đường Số 3, Phường 4, Sóc Trăng, Sóc Trăng",15 m,5 m,Chưa Xác Thực,16/10/2024,,Tây - Bắc,Nha Rieng
394,Tin VIP Bạc,41462520,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-tho-phuong-14-8/chu-ngop-ban-gap-f14-hxh-6m-ng-4x16-4-tang-7-5-ti-thuong-luong-pr41462520,64 m²,"7,5 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,"Chủ ngộp bán gấp nhà Lê Văn Thọ P14 HXH 6m thông 4x16m 4 tầng 7,5 tỉ thương lượng","Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,07/11/2024,15/11/2024,,Nha Rieng
395,Tin VIP Bạc,41462660,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-chieu-phuong-2-14/duy-t-1-can-quan-3-sieu-vip-hem-xe-hoi-thong-moi-xay-4-tang-chinh-chu-dau-so-pr41462660,32 m²,8 tỷ,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,Duy nhất 1 căn - Quận 3 siêu Vip - hẻm xe hơi thông - nhà mới xây 4 tầng - chính chủ đầu sổ,"Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh",6 m,"3,2 m",Chưa Xác Thực,07/11/2024,15/11/2024,,Nha Rieng
396,Tin VIP Bạc,41462110,https://batdongsan.com.vn/ban-nha-rieng-pho-phan-dang-luu-phuong-1-22/ban-hem-181-di-bo-5p-ra-am-thuc-thich-hop-mua-o-hoac-kinh-doanh-pr41462110,"58,65 m²","6,3 tỷ",Đông - Nam,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán nhà riêng hẻm 181 Phan Đăng Lưu. Đi bộ 5p ra phố ẩm thực. Thích hợp mua ở hoặc kinh doanh,"181, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",,3 m,Chưa Xác Thực,07/11/2024,23/11/2024,Đông - Nam,Nha Rieng
397,Tin VIP Bạc,41462029,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-anh-phuong-hiep-tan/ban-hem-nhua-7m-thong-to-hieu-hoa-binh-4x23m-tret-2-lau-st-kien-co-7-8-ty-con-tl-pr41462029,92 m²,"7,8 tỷ",Bắc,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà hẻm nhựa 7m Phan Anh (thông Tô Hiệu, Hòa Bình) 4x23m trệt 2 lầu ST kiên cố 7,8 tỷ còn TL","Đường Phan Anh, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",7 m,4 m,Chưa Xác Thực,07/11/2024,15/11/2024,,Nha Rieng
398,Tin VIP Bạc,41462000,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-11-5/dong-tien-60tr-thang-ngay-vong-xoay-dan-chu-vi-tri-trung-tam-sam-uat-pr41462000,86 m²,"14,7 tỷ",,4 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,,Dòng tiền 60tr/tháng - ngay vòng xoay Dân Chủ - vị trí trung tâm sầm uất,"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",4 m,"4,3 m",Chưa Xác Thực,07/11/2024,14/11/2024,,Nha Rieng
399,Tin VIP Bạc,41461850,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/goc-2mt-hem-vip-2-xe-hoi-p12-quan-10-7-15-x16-no-hau-hdt-70tr-th-gia-24-ty-pr41461850,109 m²,24 tỷ,,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Góc 2MT hẻm VIP 2 xe hơi Sư Vạn Hạnh, P12, Quận 10. 7,15x16m nở hậu HDT: 70tr/th giá 24 tỷ","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,07/11/2024,17/11/2024,,Nha Rieng
400,Tin VIP Bạc,41461607,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/chinh-chu-can-ban-2-can-cap-3-lien-ke-2-chu-quyen-tong-kich-thuoc-7-5x-17m-dang-cho-thue-30-pr41461607,125 m²,19 tỷ,,,,,,,"Chính chủ cần bán 2 căn nhà cấp 3 liền kề, 2 chủ quyền, DT 7.5x17m, đang cho thuê 30triệu/tháng","138/46 - 48, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,07/11/2024,22/11/2024,,Nha Rieng
401,Tin VIP Bạc,40795064,https://batdongsan.com.vn/ban-nha-rieng-duong-hoa-binh-1-phuong-hiep-tan/ban-day-tro-quan-phu-gia-11-ty-thuong-luong-lh-pr40795064,185 m²,11 tỷ,,,,,,,"Bán dãy trọ đường Hòa Bình, quận Tân Phú. Giá 11 tỷ, thương lượng, LH 0906 683 ***","Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",,,Chưa Xác Thực,07/11/2024,17/11/2024,,Nha Rieng
402,Tin VIP Bạc,41036291,https://batdongsan.com.vn/ban-nha-rieng-duong-chu-van-an-phuong-12-7/b-binh-thh-hem-4m-29m-p12-gia-2-98ty-thuong-luong-pr41036291,29 m²,"2,98 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà Bình Thạnh - Chu Văn An - hẻm 4m - 29m2 - P12 - giá 2,98tỷ thương lượng","Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",4 m,"4,05 m",Chưa Xác Thực,07/11/2024,14/11/2024,,Nha Rieng
403,Tin VIP Bạc,39342713,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-43-phuong-thanh-loc-3/-pho-cao-cap-tl43-ngay-ha-huy-giap-song-sai-gon-p-q12-pr39342713,56 m²,"5,9 tỷ",Tây - Bắc,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà phố cao cấp TL43 ngay Hà Huy Giáp, sông Sài Gòn, P. Thạnh Lộc, Q12","Đường Thạnh Lộc 43, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",9 m,"4,2 m",Chưa Xác Thực,07/11/2024,14/11/2024,Tây - Bắc,Nha Rieng
404,Tin VIP Bạc,41421678,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-son-ky/hiem-chinh-chu-ban-2-g-hxh-53m2-chi-4ty-con-bot-pr41421678,53 m²,4 tỷ,,2 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,"Hiếm, chính chủ bán nhà 2 tầng HXH đường Lê Trọng Tấn, 53m2, chỉ 4 tỷ (còn bớt)","Đường Lê Trọng Tấn, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5 m,"4,5 m",Chưa Xác Thực,04/11/2024,14/11/2024,,Nha Rieng
